targetDate,timestamp,blockNumber,reserve,symbol,liquidityIndex,currentLiquidityRate,variableBorrowIndex,currentVariableBorrowRate,currentStableBorrowRate,totalAToken,totalStableDebt,totalVariableDebt,price,date
2024-05-12T00:00:00Z,1715472000,19850229,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005409591782448,1.40369429193e-05,1.0049308031549067,0.0030427367484768,0.0754824326653127,985781.8188216442,0.0,5350.200571296216,3393.15612341,2024-05-12
2024-05-13T00:00:00Z,1715558400,19857378,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.000541030501079,1.40390772525e-05,1.0049387239052316,0.003042806779149,0.0754824949147991,985660.6286982191,0.0,5350.235550448521,3417.81831514,2024-05-13
2024-05-14T00:00:00Z,1715644800,19864533,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005410941361743,1.37636969481e-05,1.0049473620851086,0.003033748430831,0.0754744430496275,1002396.7005388197,0.0,5350.278104888187,3439.50181057,2024-05-14
2024-05-15T00:00:00Z,1715731200,19871652,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005411527660488,1.46482057272e-05,1.0049560080064877,0.0030626826310327,0.0755001623386957,998915.5796592125,0.0,5620.724752792024,3360.77436886,2024-05-15
2024-05-16T00:00:00Z,1715817600,19878820,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005415575343244,1.81925353026e-05,1.0049643931137688,0.0031742656445763,0.0755993472396234,988030.8677013776,0.0,6661.954120878549,3546.73014732,2024-05-16
2024-05-17T00:00:00Z,1715904000,19885976,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005416110836438,1.82596458611e-05,1.0049732169286756,0.0031763160775738,0.0756011698467322,990147.2209488056,0.0,6696.525479475068,3436.80881122,2024-05-17
2024-05-18T00:00:00Z,1715990400,19893121,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005417316962166,1.82007582616e-05,1.0049818316937489,0.0031745169985843,0.0755995706654082,998003.0769507348,0.0,6731.701975415887,3610.5113817,2024-05-18
2024-05-19T00:00:00Z,1716076800,19900267,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.00054178019687,1.74236817811e-05,1.0049906594050484,0.0031506169828305,0.0755783262069604,997308.2824705575,0.0,6488.657575660452,3644.1898179,2024-05-19
2024-05-20T00:00:00Z,1716163200,19907419,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005418288749848,1.78816105168e-05,1.004999409388392,0.0031647372885939,0.0755908775898612,996617.907656932,0.0,6624.891072465865,3586.1514554,2024-05-20
2024-05-21T00:00:00Z,1716249600,19914564,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005418879842318,1.67820998971e-05,1.0050080940998096,0.0031306553894284,0.0755605825683808,1014231.0703236928,0.0,6396.303293516605,4264.32582374,2024-05-21
2024-05-22T00:00:00Z,1716336000,19921719,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005420146846011,1.70709737003e-05,1.0050167111037478,0.0031396692427769,0.0755685948824684,1025932.532743386,0.0,6562.575374345363,4425.22107975,2024-05-22
2024-05-23T00:00:00Z,1716422400,19928861,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.000542059424064,1.68611867682e-05,1.0050249985783761,0.0031331274602526,0.075562779964669,1022678.0836144846,0.0,6474.858590307247,4364.33119808,2024-05-23
2024-05-24T00:00:00Z,1716508800,19936018,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005422286165888,1.54395918667e-05,1.005033958954494,0.0030881845860954,0.0755228307431959,1052372.2008962077,0.0,6189.891292841688,4396.16288543,2024-05-24
2024-05-25T00:00:00Z,1716595200,19943176,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005423030330347,1.58987047765e-05,1.005042160035469,0.0031028183548484,0.075535838537643,1030212.134357694,0.0,6210.31015654742,4351.067628,2024-05-25
2024-05-26T00:00:00Z,1716681600,19950329,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.000542383066618,1.58700758739e-05,1.005050150963423,0.0031019092175036,0.0755350304155588,1031795.1384782448,0.0,6210.475796212754,4379.45303808,2024-05-26
2024-05-27T00:00:00Z,1716768000,19957489,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.00054242869508,1.58248848752e-05,1.0050591157870408,0.0031004732264453,0.0755337539790625,1033449.290992216,0.0,6205.589488249818,4467.26147062,2024-05-27
2024-05-28T00:00:00Z,1716854400,19964643,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005424835922345,1.56171342309e-05,1.0050680889164563,0.0030938573452203,0.0755278731957514,1044361.4668249337,0.0,6202.017754525431,4548.50997705,2024-05-28
2024-05-29T00:00:00Z,1716940800,19971800,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.000542544745071,1.55258963088e-05,1.0050766390333803,0.0030909443327651,0.0755252838513468,1051210.6985990168,0.0,6212.07035707168,4483.8446413,2024-05-29
2024-05-30T00:00:00Z,1717027200,19978946,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.00054262003784,1.55894530376e-05,1.0050851428763288,0.0030929740363181,0.0755270880322827,1047818.0432014916,0.0,6213.289351030998,4395.89634965,2024-05-30
2024-05-31T00:00:00Z,1717113600,19986092,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005426620960864,1.58056634447e-05,1.005093525073798,0.0030998621075723,0.0755332107622865,1050131.5358673402,0.0,6299.3421332449825,4380.65545022,2024-05-31
2024-06-01T00:00:00Z,1717200000,19993249,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005427052328446,1.58318238169e-05,1.0051020203066583,0.0031006937909529,0.0755339500364025,1048686.4446917584,0.0,6299.3956368169565,4395.37177903,2024-06-01
2024-06-02T00:00:00Z,1717286400,20000415,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.000542748165033,1.57892609844e-05,1.0051104812616352,0.0030993404542756,0.0755327470704672,1049938.3797711306,0.0,6292.707242745514,4455.53432621,2024-06-02
2024-06-03T00:00:00Z,1717372800,20007576,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005427933932274,1.61838328645e-05,1.0051192234212827,0.0031118486342881,0.0755438654527005,1048382.722220397,0.0,6414.516069418158,4420.93424341,2024-06-03
2024-06-04T00:00:00Z,1717459200,20014732,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005428376523473,1.60871840137e-05,1.0051277864215176,0.0031087925876698,0.0755411489668176,1053681.7751152692,0.0,6414.737317105717,4401.60029273,2024-06-04
2024-06-05T00:00:00Z,1717545600,20021901,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005428822557645,1.64867079497e-05,1.0051362302782916,0.0031213932510223,0.0755523495564643,1050861.0829299253,0.0,6529.981512186853,4457.18598798,2024-06-05
2024-06-06T00:00:00Z,1717632000,20029069,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005429747494905,1.66194169498e-05,1.0051447248378536,0.0031255600559612,0.0755560533830766,1044067.190865977,0.0,6531.26971997802,4522.16084508,2024-06-06
2024-06-07T00:00:00Z,1717718400,20036226,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005430224049516,1.75138099988e-05,1.0051535663742348,0.0031534043803572,0.0755808038936508,1045947.4029001236,0.0,6834.2669977347305,4457.08815022,2024-06-07
2024-06-08T00:00:00Z,1717804800,20043388,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005430690043713,1.71453295298e-05,1.0051620711121745,0.0031419824501691,0.075570651066817,1051899.8217926596,0.0,6753.014226319965,4300.75826123,2024-06-08
2024-06-09T00:00:00Z,1717891200,20050552,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.000543202617843,1.72384539783e-05,1.0051709460407297,0.0031448755656304,0.0755732227250048,1052339.7631091273,0.0,6786.282576327359,4305.34140306,2024-06-09
2024-06-10T00:00:00Z,1717977600,20057708,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005432499118114,1.71261411585e-05,1.0051795454380703,0.0031413857714119,0.0755701206856995,1054729.511479673,0.0,6764.886013144281,4332.94229357,2024-06-10
2024-06-11T00:00:00Z,1718064000,20064866,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005432944832169,1.70546331153e-05,1.00518777912763,0.0031391605080906,0.0755681426738583,1058809.1085984071,0.0,6767.493495768735,4285.90197486,2024-06-11
2024-06-12T00:00:00Z,1718150400,20072028,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH,1.0005439609033226,1.797105222e-05,1.0051966467792308,0.0031674830997037,0.0755933183108477,1062086.9834046036,0.0,7089.253656299516,4091.80840152,2024-06-12
